Approximate Location,Poverty,PM2.5,Asthma,Area Type
Santa Clarita,14.3,10.12600908,32.98,Outer LA
Unincorporated Los Angeles County area,9.9,10.2593901,59.15,Outer LA
Long Beach,12.5,11.72819116,37.21,Inner LA
Lakewood,18.1,11.67212819,34.4,Inner LA
Long Beach,20.7,11.5700298,32.48,Inner LA
Unincorporated Los Angeles County area,15.0,12.06400634,25.31,Outer LA
Torrance,17.9,11.8333474,21.23,Inner LA
La Mirada,11.1,11.90288337,30.79,Inner LA
Santa Clarita,10.7,9.79582903,23.95,Outer LA
Los Angeles,14.4,11.78930596,14.36,Inner LA
Los Angeles,22.9,11.63080991,35.21,Inner LA
Beverly Hills,15.8,11.60694985,16.23,Inner LA
Diamond Bar,13.1,12.17233228,22.01,Inner LA
Los Angeles,7.1,11.85384693,24.93,Inner LA
Los Angeles,9.9,11.44967872,22.29,Inner LA
Santa Clarita,17.4,9.79516754,24.8,Outer LA
Los Angeles,13.2,11.4411813,18.88,Inner LA
Los Angeles,16.9,10.39558293,39.46,Inner LA
West Covina,22.2,12.09070866,36.32,Inner LA
Los Angeles,17.1,11.88097157,41.28,Inner LA
Los Angeles,15.7,11.816624,19.12,Inner LA
Altadena,16.2,11.56015307,35.23,Inner LA
Lancaster,15.6,7.182323796,55.82,Outer LA
Palmdale,16.3,7.290853268,51.51,Outer LA
Los Angeles,23.4,11.7845552,39.39,Inner LA
Unincorporated Los Angeles County area,5.6,7.997537218,29.34,Outer LA
El Segundo,15.7,11.87096327,22.71,Inner LA
Altadena,5.4,11.463617,36.14,Inner LA
Hidden Hills,9.0,10.36908275,19.96,Inner LA
Arcadia,25.0,11.82561257,15.78,Inner LA
East San Gabriel,16.6,11.66234707,17.41,Inner LA
Rowland Heights,19.9,12.07967244,28.38,Inner LA
Unincorporated Los Angeles County area,7.5,9.567104301,15.49,Outer LA
Long Beach,12.3,11.66766832,21.45,Inner LA
Castaic,15.5,8.795164145,29.55,Outer LA
Los Angeles,10.5,10.52350498,35.65,Inner LA
Unincorporated Los Angeles County area,20.9,9.859399641,39.9,Outer LA
Los Angeles,25.8,11.55801526,15.98,Inner LA
Walnut,15.9,12.14347718,25.43,Inner LA
Unincorporated Los Angeles County area,49.9,9.828545598,21.93,Outer LA
West Hollywood,22.0,11.63231397,21.76,Inner LA
Rowland Heights,13.0,11.9948863,20.31,Inner LA
Glendora,12.1,11.85026356,39.62,Inner LA
Los Angeles,9.7,11.57294261,18.74,Inner LA
Los Angeles,15.3,11.83676342,18.48,Inner LA
Los Angeles,14.6,10.96486927,38.39,Inner LA
Torrance,14.0,11.84477252,18.34,Inner LA
La Habra Heights,12.8,11.85946236,47.28,Inner LA
Acton,19.4,9.841317579,37.13,Outer LA
Pasadena,10.8,11.53026546,27.41,Inner LA
Castaic,12.2,8.835842535,29.55,Outer LA
Santa Monica,13.4,11.54136076,12.16,Inner LA
Castaic,8.4,9.153485627,27.08,Outer LA
Los Angeles,11.0,11.68678342,31.7,Inner LA
La Verne,5.8,12.50459127,39.86,Inner LA
Los Angeles,5.4,10.85003603,27.07,Inner LA
Santa Monica,8.2,11.7361215,24.3,Inner LA
Santa Clarita,15.6,9.96832983,26.35,Outer LA
Long Beach,8.2,11.60395303,23.8,Inner LA
Los Angeles,15.9,11.55415206,24.35,Inner LA
Arcadia,23.2,11.81607431,18.84,Inner LA
Los Angeles,12.2,11.68010796,25.35,Inner LA
Los Angeles,18.8,11.72971837,16.75,Inner LA
Los Angeles,19.2,11.76854658,21.64,Inner LA
Los Angeles,6.3,11.88623299,26.3,Inner LA
Los Angeles,12.8,11.67264265,31.65,Inner LA
Hacienda Heights,11.7,11.92721209,40.55,Inner LA
Lancaster,26.9,6.705407097,57.76,Outer LA
Long Beach,7.7,11.58982961,22.1,Inner LA
San Pasqual,16.9,11.24475504,27.28,Inner LA
Los Angeles,8.5,11.35496193,15.21,Inner LA
Torrance,5.7,11.83292092,25.75,Inner LA
Los Angeles,13.5,11.60855194,22.24,Inner LA
Los Angeles,6.2,12.09810952,26.99,Inner LA
Los Angeles,13.1,11.09143346,26.78,Inner LA
Redondo Beach,9.9,11.89517547,16.47,Inner LA
Cerritos,8.7,11.72204658,30.05,Inner LA
Santa Monica,18.3,11.72139398,23.39,Inner LA
Redondo Beach,10.8,11.84983331,20.23,Inner LA
Los Angeles,6.8,10.81493911,38.86,Inner LA
Los Angeles,10.8,11.42938279,23.02,Inner LA
Palmdale,15.1,7.347414606,51.51,Outer LA
Long Beach,10.6,11.65093923,24.7,Inner LA
La Habra Heights,11.0,11.83019265,35.33,Inner LA
Pasadena,13.4,10.4842992,23.69,Inner LA
Los Angeles,20.6,11.55141434,19.95,Inner LA
Palmdale,11.8,7.18345099,48.08,Outer LA
Quartz Hill,11.5,7.177851274,45.35,Outer LA
San Gabriel,14.8,11.39019113,16.66,Inner LA
Santa Clarita,9.7,9.998216457,28.86,Outer LA
Los Angeles,7.4,11.70761895,31.87,Inner LA
Agoura Hills,9.5,9.574791665,18.37,Inner LA
Unincorporated Los Angeles County area,7.2,9.99279126,35.14,Outer LA
Glendale,6.5,11.32292402,22.23,Inner LA
Los Angeles,13.6,11.36947068,33.07,Inner LA
Unincorporated Los Angeles County area,14.4,10.34173224,22.65,Outer LA
East San Gabriel,14.1,11.56606477,19.25,Inner LA
Los Angeles,9.7,11.74829092,17.69,Inner LA
Santa Clarita,5.7,9.525795551,21.43,Outer LA
Santa Clarita,12.7,9.609631058,19.26,Outer LA
Long Beach,10.3,11.58573049,29.73,Inner LA
Los Angeles,18.5,11.63925882,29.45,Inner LA
Pasadena,8.3,11.24037378,19.78,Inner LA
Glendale,11.5,11.111859,24.32,Inner LA
Santa Clarita,7.1,10.00715869,30.9,Outer LA
Long Beach,9.9,11.55531683,19.39,Inner LA
Santa Monica,8.9,11.52951802,12.24,Inner LA
Long Beach,27.0,11.58107322,17.3,Inner LA
Los Angeles,12.4,11.57869279,13.69,Inner LA
Redondo Beach,4.8,11.90461047,27.72,Inner LA
Diamond Bar,16.2,12.18680632,25.95,Inner LA
Walnut,13.5,12.01790487,23.85,Inner LA
Torrance,13.1,11.76502063,19.66,Inner LA
Manhattan Beach,9.5,11.87723876,12.0,Inner LA
Glendora,13.0,11.98142036,40.39,Inner LA
Los Angeles,17.3,11.78930596,15.2,Inner LA
Los Angeles,14.0,11.64915206,18.05,Inner LA
Los Angeles,12.4,11.54047452,15.21,Inner LA
Los Angeles,7.9,11.58761166,16.23,Inner LA
Rancho Palos Verdes,8.5,11.59155268,9.34,Inner LA
Long Beach,19.0,11.53298805,18.92,Inner LA
Rolling Hills Estates,10.1,11.66727825,9.22,Inner LA
Altadena,7.0,11.39134301,45.18,Inner LA
Manhattan Beach,6.3,11.88129463,12.44,Inner LA
Los Angeles,11.8,11.79594785,24.02,Inner LA
Unincorporated Los Angeles County area,16.0,10.47789549,13.77,Outer LA
South Pasadena,9.3,11.51304733,23.57,Inner LA
Monrovia,7.8,11.55529716,39.06,Inner LA
Glendora,11.9,12.04140706,40.41,Inner LA
Rowland Heights,12.6,12.10177321,20.03,Inner LA
Unincorporated Los Angeles County area,33.1,6.035526115,34.55,Outer LA
Long Beach,13.2,11.57897764,23.8,Inner LA
Duarte,9.5,11.41693551,30.47,Inner LA
Long Beach,26.6,11.55531683,19.39,Inner LA
Diamond Bar,14.3,12.34599271,24.85,Inner LA
Unincorporated Los Angeles County area,9.9,11.53077517,21.74,Outer LA
Claremont,3.5,12.68205587,28.35,Inner LA
Long Beach,10.0,11.55366286,20.78,Inner LA
Arcadia,12.4,11.77591979,16.34,Inner LA
Sierra Madre,11.7,11.73101532,20.44,Inner LA
Leona Valley,12.9,6.731369745,34.24,Inner LA
Hermosa Beach,8.3,11.90701301,15.75,Inner LA
El Segundo,11.4,11.85637687,22.13,Inner LA
Santa Clarita,11.4,9.764286878,26.24,Outer LA
Acton,26.9,8.752683429,32.59,Outer LA
Redondo Beach,4.5,11.96320524,22.62,Inner LA
Los Angeles,16.2,11.66564816,14.63,Inner LA
Santa Clarita,6.9,10.12468543,35.16,Outer LA
Long Beach,16.1,11.50739377,14.2,Inner LA
Los Angeles,15.4,11.6359773,12.81,Inner LA
Redondo Beach,10.5,11.85025599,20.4,Inner LA
Agua Dulce,13.6,9.340705171,20.94,Outer LA
Diamond Bar,12.5,12.10414328,15.38,Inner LA
Santa Clarita,21.2,9.588613344,22.57,Outer LA
Long Beach,6.8,11.66333946,28.72,Inner LA
Bradbury,15.9,11.58348102,16.82,Inner LA
Rowland Heights,17.3,12.00875256,28.33,Inner LA
Los Angeles,8.3,11.76854658,19.89,Inner LA
Los Angeles,12.9,11.74846744,42.56,Inner LA
Los Angeles,8.0,10.43018258,37.54,Inner LA
Hermosa Beach,11.8,11.9049452,14.07,Inner LA
Glendale,11.7,11.41309053,14.43,Inner LA
Pasadena,7.6,11.41728243,39.42,Inner LA
Los Angeles,9.0,11.7381295,20.89,Inner LA
Rancho Palos Verdes,14.3,11.53576985,11.67,Inner LA
Agoura Hills,12.7,9.536805374,17.25,Inner LA
Long Beach,13.7,11.49358879,19.39,Inner LA
Rancho Palos Verdes,12.5,11.59614426,15.06,Inner LA
La Ca̱ada Flintridge,7.0,11.23565364,17.21,Inner LA
Santa Clarita,15.7,9.684342786,18.68,Outer LA
Manhattan Beach,8.6,11.93465078,12.41,Inner LA
Rancho Palos Verdes,8.5,11.29044264,11.82,Inner LA
Westlake Village,9.9,9.449712535,18.96,Inner LA
Topanga,10.8,10.63554196,13.91,Inner LA
Sierra Madre,7.1,11.66666192,18.23,Inner LA
Redondo Beach,12.3,12.06356922,28.0,Inner LA
Torrance,15.5,11.86370411,17.13,Inner LA
South Pasadena,14.8,11.37911949,21.1,Inner LA
Santa Clarita,7.7,9.887963537,29.44,Outer LA
Los Angeles,9.1,11.35614273,14.73,Inner LA
San Marino,10.3,11.35077304,10.59,Inner LA
Los Angeles,10.4,11.59513461,28.13,Inner LA
Unincorporated Los Angeles County area,12.5,9.992603026,32.81,Outer LA
Long Beach,13.3,11.49358879,19.39,Inner LA
La Crescenta-Montrose,7.7,11.11453417,26.19,Inner LA
Redondo Beach,8.9,11.84477252,20.4,Inner LA
Los Angeles,8.7,11.76824477,20.3,Inner LA
Los Angeles,6.2,11.6681151,20.79,Inner LA
San Marino,11.8,10.96820491,10.66,Inner LA
Manhattan Beach,8.1,11.82131805,13.27,Inner LA
Palos Verdes Estates,11.6,11.54202908,12.2,Inner LA
Redondo Beach,10.1,11.9317044,22.51,Inner LA
Unincorporated Los Angeles County area,19.1,8.261776749,22.22,Outer LA
La Ca̱ada Flintridge,9.3,11.1492377,18.17,Inner LA
Los Angeles,3.2,11.4065172,8.53,Inner LA
Los Angeles,9.5,11.39244405,11.32,Inner LA
Santa Clarita,5.2,9.376598108,22.24,Outer LA
Redondo Beach,10.8,11.88367418,17.8,Inner LA
Los Angeles,5.5,11.72153182,26.53,Inner LA
Stevenson Ranch,8.4,9.910647406,21.0,Inner LA
Los Angeles,3.7,11.47297029,12.02,Inner LA
Hermosa Beach,11.1,11.9049452,12.93,Inner LA
Rancho Palos Verdes,7.6,11.58973137,14.34,Inner LA
South Pasadena,9.1,11.60964227,19.07,Inner LA
Santa Clarita,8.6,9.760544925,17.94,Outer LA
Unincorporated Los Angeles County area,13.2,9.280883734,14.25,Outer LA
Calabasas,11.3,10.83831792,16.22,Inner LA
Los Angeles,6.5,11.35479283,11.69,Inner LA
Los Angeles,13.7,11.34895585,9.36,Inner LA
Torrance,5.8,11.85393375,22.04,Inner LA
La Ca̱ada Flintridge,4.7,11.30721329,18.17,Inner LA
Santa Clarita,7.6,9.68763411,24.51,Outer LA
La Ca̱ada Flintridge,9.8,11.14216519,17.27,Inner LA
Pasadena,10.1,11.34982652,23.17,Inner LA
Los Angeles,8.8,11.47355111,15.21,Inner LA
Los Angeles,11.6,11.36946734,11.25,Inner LA
Palos Verdes Estates,7.4,11.52390363,11.9,Inner LA
Hermosa Beach,8.9,11.90701301,14.32,Inner LA
Long Beach,7.8,11.49358879,18.08,Inner LA
Santa Clarita,2.7,9.803298353,26.16,Outer LA
Los Angeles,8.6,11.42938126,15.21,Inner LA
Los Angeles,7.4,11.50092642,12.8,Inner LA
Palos Verdes Estates,11.2,11.54448189,12.61,Inner LA
Los Angeles,9.5,11.32775522,13.11,Inner LA
Los Angeles,9.0,11.4048767,15.32,Inner LA
Los Angeles,6.8,11.6497582,28.25,Inner LA
Los Angeles,9.5,11.46050297,11.93,Inner LA
Westlake Village,5.0,9.408842934,16.99,Inner LA
Hermosa Beach,6.7,11.90424581,12.77,Inner LA
Unincorporated Los Angeles County area,12.5,10.77799813,11.79,Outer LA
Los Angeles,3.3,11.09276516,12.66,Inner LA
Rancho Palos Verdes,9.9,11.30663061,9.66,Inner LA
Rolling Hills,7.5,11.28187771,8.46,Inner LA
Rancho Palos Verdes,8.9,11.60915835,9.65,Inner LA
Rolling Hills Estates,8.4,11.58424268,13.09,Inner LA
Unincorporated Los Angeles County area,13.6,9.821299418,8.64,Outer LA
Malibu,10.6,9.867044703,14.25,Inner LA
Manhattan Beach,5.8,11.83029203,13.27,Inner LA
Manhattan Beach,3.5,11.86076093,13.27,Inner LA
Los Angeles,9.7,11.39613833,10.75,Inner LA
Unincorporated Los Angeles County area,10.9,9.88794156,18.27,Outer LA
Manhattan Beach,13.0,11.94760607,12.59,Inner LA
Santa Clarita,4.9,9.640486676,16.94,Outer LA
Rolling Hills Estates,6.3,11.33542538,8.35,Inner LA
Los Angeles,10.6,11.24903635,12.1,Inner LA
Unincorporated Los Angeles County area,9.5,9.401515514,12.13,Outer LA
Rancho Palos Verdes,3.9,11.40400736,13.41,Inner LA
Manhattan Beach,6.6,11.87910662,12.51,Inner LA
Los Angeles,7.2,11.33956819,8.83,Inner LA
Los Angeles,7.7,11.33070843,10.27,Inner LA
