Approximate Location,Poverty,PM2.5,Asthma,Area Type
Pomona,28.9,12.35454552,56.6,Inner LA
Glendale,49.5,11.83524467,55.99,Inner LA
Cudahy,48.2,12.03133345,47.59,Inner LA
Los Angeles,30.4,11.90297183,71.66,Inner LA
Los Angeles,74.7,12.23163332,53.55,Inner LA
Bellflower,37.3,11.87162997,56.53,Inner LA
Los Angeles,52.6,11.72750466,65.44,Inner LA
El Monte,39.4,12.00896355,73.28,Inner LA
Los Angeles,50.4,11.91626655,118.41,Inner LA
Los Angeles,34.2,12.62517064,30.75,Inner LA
Rosemead,54.7,11.90115668,40.18,Inner LA
Los Angeles,63.1,12.2587974,71.04,Inner LA
Los Angeles,36.9,13.28066467,80.89,Inner LA
Long Beach,54.0,11.70661336,81.93,Inner LA
Los Angeles,47.6,12.01439591,50.11,Inner LA
East Los Angeles,52.4,12.1028031,56.8,Inner LA
Los Angeles,71.6,11.95061359,86.23,Inner LA
Los Angeles,55.1,11.97005427,95.52,Inner LA
Maywood,59.1,12.12538715,44.91,Inner LA
Los Angeles,62.3,12.00979423,58.73,Inner LA
East Los Angeles,47.1,12.24148594,72.44,Inner LA
Montebello,44.0,12.09672029,57.34,Inner LA
San Fernando,53.5,11.14992776,79.95,Inner LA
Los Angeles,76.1,12.18410918,54.24,Inner LA
Los Angeles,47.0,11.95669453,125.58,Inner LA
Pico Rivera,29.2,12.00103744,59.35,Inner LA
Pomona,58.6,12.49065577,78.05,Inner LA
West Rancho Dominguez,24.6,12.10252953,93.76,Inner LA
Los Angeles,52.4,11.52811451,72.71,Inner LA
Downey,41.1,12.17927262,33.3,Inner LA
Los Angeles,36.5,12.20778772,77.98,Inner LA
East Los Angeles,57.5,12.17215849,64.51,Inner LA
Whittier,29.1,11.97360073,49.0,Inner LA
Los Angeles,55.4,12.20870236,47.69,Inner LA
Lynwood,61.4,12.07668896,60.14,Inner LA
Baldwin Park,39.9,11.95086878,66.86,Inner LA
El Monte,66.1,12.00572463,46.06,Inner LA
Bell,47.7,12.02269432,54.25,Inner LA
Unincorporated Los Angeles County area,52.4,6.708034531,146.66,Outer LA
Los Angeles,47.8,12.11505815,80.63,Inner LA
Lynwood,27.8,12.03460272,62.82,Inner LA
Westmont,56.9,12.08622848,125.58,Inner LA
Los Angeles,41.3,12.01125306,136.1,Inner LA
Burbank,24.7,11.52179538,39.68,Inner LA
Glendale,42.8,11.80374462,51.82,Inner LA
Los Angeles,20.0,13.41191039,72.0,Inner LA
Glendale,42.8,11.83417117,36.16,Inner LA
Monterey Park,49.7,12.21984068,36.26,Inner LA
Long Beach,54.8,11.64728179,75.83,Inner LA
Long Beach,28.7,11.66595061,79.55,Inner LA
Hawthorne,40.8,12.05869981,77.65,Inner LA
West Carson,32.7,12.06111984,58.78,Inner LA
Long Beach,33.1,11.66595061,79.55,Inner LA
West Puente Valley,34.2,12.0150862,42.57,Inner LA
Los Angeles,51.3,12.10569353,44.97,Inner LA
Los Angeles,58.4,11.99266542,81.31,Inner LA
Long Beach,42.0,12.47113428,94.42,Inner LA
Bellflower,44.1,11.889552,60.83,Inner LA
Lancaster,67.5,6.736203058,154.39,Outer LA
Montebello,46.9,12.07970385,56.92,Inner LA
Los Angeles,71.4,12.03324822,80.94,Inner LA
Los Angeles,51.8,11.5211534,54.18,Inner LA
Huntington Park,45.2,12.0654342,49.56,Inner LA
Long Beach,35.2,11.6858254,76.7,Inner LA
Pomona,48.5,12.54493086,74.95,Inner LA
Compton,38.6,12.11109845,115.45,Inner LA
Glendale,51.9,11.78597488,59.54,Inner LA
Los Angeles,53.7,11.99265418,43.46,Inner LA
Los Angeles,43.8,11.59401635,49.57,Inner LA
Pomona,68.3,12.55391098,74.1,Inner LA
East Los Angeles,49.2,12.17215849,39.92,Inner LA
Los Angeles,46.1,11.95360692,128.19,Inner LA
Lancaster,60.9,7.620826731,137.04,Outer LA
Walnut Park,49.0,12.06379023,53.05,Inner LA
Los Angeles,60.7,11.37171568,81.71,Inner LA
Los Angeles,41.2,11.93412511,131.73,Inner LA
Los Angeles,49.9,12.35408718,79.97,Inner LA
Los Angeles,38.1,11.44575547,81.71,Inner LA
Los Angeles,59.6,12.32883267,77.98,Inner LA
Los Angeles,48.1,12.02272051,37.01,Inner LA
Los Angeles,41.6,11.67101336,103.61,Inner LA
Los Angeles,64.1,12.18410918,48.18,Inner LA
Los Angeles,63.8,11.91185817,86.99,Inner LA
Unincorporated Los Angeles County area,60.3,6.85885423,96.61,Outer LA
South Gate,45.5,12.06007558,52.53,Inner LA
Baldwin Park,32.4,11.8354872,66.86,Inner LA
Gardena,41.9,12.07532049,76.29,Inner LA
Los Angeles,55.1,11.40197774,81.71,Inner LA
Los Angeles,65.3,11.97286678,125.58,Inner LA
Compton,43.2,12.11682636,101.48,Inner LA
Pico Rivera,24.5,12.13665654,60.9,Inner LA
Los Angeles,53.2,12.52185449,47.79,Inner LA
Baldwin Park,33.1,11.92341677,66.86,Inner LA
Norwalk,39.7,11.94672827,47.46,Inner LA
Los Angeles,53.6,12.05421442,55.36,Inner LA
Los Angeles,40.2,14.60341571,77.11,Inner LA
El Monte,36.0,12.03686392,73.28,Inner LA
East Los Angeles,29.7,12.13544749,56.8,Inner LA
Los Angeles,37.7,12.54060138,79.11,Inner LA
Los Angeles,60.8,12.00727367,71.2,Inner LA
Los Angeles,48.7,12.58335026,46.93,Inner LA
Los Angeles,45.1,11.73546463,63.43,Inner LA
Los Angeles,55.7,11.65417914,103.61,Inner LA
Los Angeles,51.9,12.00354413,57.36,Inner LA
Azusa,58.0,11.61864871,71.92,Inner LA
Los Angeles,34.7,10.92897449,63.98,Inner LA
Los Angeles,74.5,11.6143557,93.94,Inner LA
Pomona,36.3,12.67092751,74.9,Inner LA
Los Angeles,49.8,11.84082938,68.26,Inner LA
Los Angeles,56.8,12.56881211,25.03,Inner LA
Paramount,38.5,12.04803982,49.06,Inner LA
Los Angeles,52.8,12.00979423,39.77,Inner LA
Unincorporated Los Angeles County area,46.3,11.96826937,41.17,Outer LA
Rosemead,36.2,11.96177798,37.84,Inner LA
Los Angeles,37.4,12.66717011,68.54,Inner LA
Los Angeles,69.4,12.18410918,54.24,Inner LA
Los Angeles,65.4,12.32883267,77.98,Inner LA
Los Angeles,54.3,12.28025039,51.52,Inner LA
Los Angeles,43.4,11.95656498,142.48,Inner LA
Los Angeles,29.2,11.43570021,74.78,Inner LA
East Los Angeles,46.2,12.23170295,72.44,Inner LA
Long Beach,54.2,12.95638339,94.42,Inner LA
East Los Angeles,45.8,12.23883919,67.0,Inner LA
Glendale,21.8,11.80183487,26.01,Inner LA
Los Angeles,72.0,12.03324822,76.3,Inner LA
South San Jose Hills,37.1,12.16911396,61.59,Inner LA
Inglewood,41.8,11.99554293,90.81,Inner LA
Huntington Park,64.7,12.0654342,60.74,Inner LA
Huntington Park,64.9,12.05709531,54.4,Inner LA
Los Angeles,44.4,13.91010057,77.64,Inner LA
Pomona,28.2,12.83671121,79.24,Inner LA
Bellflower,48.7,11.81723127,61.64,Inner LA
Hawthorne,41.2,12.09709798,77.65,Inner LA
Los Angeles,53.3,12.08445864,70.0,Inner LA
Montebello,39.8,12.12832194,57.34,Inner LA
Lynwood,70.3,12.02885778,56.87,Inner LA
Los Angeles,55.3,12.01277774,37.29,Inner LA
La Puente,49.8,12.16555191,73.09,Inner LA
Los Angeles,41.5,11.9405062,59.95,Inner LA
Los Angeles,25.5,13.67637814,59.9,Inner LA
Lawndale,49.1,12.02658065,61.84,Inner LA
Los Angeles,42.5,13.04237213,48.22,Inner LA
Glendale,38.0,11.73900128,43.46,Inner LA
Los Angeles,26.5,13.10021891,69.66,Inner LA
Los Angeles,46.4,11.40197774,81.71,Inner LA
Norwalk,47.5,11.91520206,57.55,Inner LA
La Puente,27.8,12.0514888,51.18,Inner LA
Los Angeles,63.6,12.28627082,69.81,Inner LA
Los Angeles,59.2,12.05102217,68.9,Inner LA
Los Angeles,43.0,11.56009788,62.98,Inner LA
Los Angeles,55.2,11.96219866,88.18,Inner LA
Del Aire,20.4,12.02408342,77.65,Inner LA
Los Angeles,66.9,12.10569353,48.36,Inner LA
Los Angeles,45.0,11.95605462,128.19,Inner LA
Inglewood,47.7,11.91526102,85.25,Inner LA
Pico Rivera,30.2,12.14765766,60.9,Inner LA
Los Angeles,27.0,12.62052222,54.95,Inner LA
East Los Angeles,55.8,12.19393725,72.44,Inner LA
Inglewood,54.7,11.99554293,96.16,Inner LA
El Monte,62.2,12.05877043,58.77,Inner LA
Los Angeles,47.7,11.9612643,95.03,Inner LA
Long Beach,39.2,11.60296908,103.05,Inner LA
Long Beach,46.0,11.93730018,84.91,Inner LA
Norwalk,18.9,11.92234367,49.88,Inner LA
Los Angeles,46.1,11.66547916,72.43,Inner LA
Lancaster,57.4,7.089534607,158.01,Outer LA
Los Angeles,48.1,12.03217459,70.0,Inner LA
Long Beach,63.5,11.65311866,110.89,Inner LA
Los Angeles,34.0,11.93699275,86.35,Inner LA
Baldwin Park,38.6,11.99457613,54.7,Inner LA
Inglewood,61.3,11.98293327,91.63,Inner LA
Los Angeles,19.7,12.37542981,55.72,Inner LA
Los Angeles,74.9,11.50949454,69.12,Inner LA
Los Angeles,52.6,11.97058361,47.74,Inner LA
Gardena,22.3,12.04354267,84.53,Inner LA
Los Angeles,64.2,12.12928682,34.81,Inner LA
Gardena,34.4,11.96424403,75.51,Inner LA
Los Angeles,68.8,12.33647073,35.25,Inner LA
Long Beach,41.5,11.73964651,82.02,Inner LA
Los Angeles,42.3,12.25375816,47.56,Inner LA
Lancaster,67.4,7.32047241,158.01,Outer LA
Long Beach,57.7,11.70472748,120.09,Inner LA
Pomona,49.1,12.67648041,74.95,Inner LA
Pico Rivera,30.1,12.10709178,57.61,Inner LA
Carson,21.7,11.98352182,67.35,Inner LA
Los Angeles,49.3,11.56904887,52.18,Inner LA
Inglewood,62.4,12.02230894,84.93,Inner LA
Los Angeles,58.5,12.20870236,74.85,Inner LA
Los Angeles,34.2,13.28667479,64.81,Inner LA
La Puente,32.5,12.14946851,73.09,Inner LA
East Los Angeles,51.8,12.15059385,72.44,Inner LA
Los Angeles,45.3,12.10279177,56.78,Inner LA
Long Beach,31.9,12.0198097,89.18,Inner LA
Norwalk,44.0,11.90058683,57.55,Inner LA
Los Angeles,74.7,12.11034605,39.69,Inner LA
Glendale,33.3,11.78171348,34.91,Inner LA
Los Angeles,33.0,11.89552128,56.9,Inner LA
San Gabriel,51.7,11.91454322,40.35,Inner LA
Huntington Park,50.2,12.05058662,41.09,Inner LA
Whittier,54.2,11.9768033,78.72,Inner LA
Los Angeles,44.8,12.19449024,44.33,Inner LA
Los Angeles,51.0,12.16076534,49.08,Inner LA
Los Angeles,40.8,11.56388147,31.7,Inner LA
Long Beach,39.1,12.31736907,94.42,Inner LA
Los Angeles,41.2,11.89473641,109.64,Inner LA
Los Angeles,59.2,11.74873865,76.33,Inner LA
Glendale,36.3,11.76431624,38.67,Inner LA
Los Angeles,42.3,11.49943551,62.85,Inner LA
Inglewood,39.4,12.02230894,96.5,Inner LA
Long Beach,43.7,12.2095544,94.42,Inner LA
Los Angeles,82.3,12.23163332,52.07,Inner LA
Norwalk,25.9,11.96563578,57.55,Inner LA
Los Angeles,42.8,13.17311521,72.56,Inner LA
Baldwin Park,28.9,11.95803873,55.68,Inner LA
Santa Monica,34.8,11.77169218,50.21,Inner LA
Bell,55.5,12.02269432,54.25,Inner LA
Walnut Park,49.8,12.06379023,60.74,Inner LA
Los Angeles,56.5,12.05421442,62.18,Inner LA
La Puente,41.6,12.12966122,73.09,Inner LA
Lawndale,37.9,12.00914658,66.79,Inner LA
Los Angeles,51.8,11.16285509,58.65,Inner LA
El Monte,39.3,11.94431824,63.91,Inner LA
San Fernando,42.8,11.23027109,76.96,Inner LA
Del Aire,25.8,11.9746039,56.41,Inner LA
Unincorporated Los Angeles County area,34.5,6.53795223,147.68,Outer LA
Whittier,38.0,11.9465996,53.32,Inner LA
Los Angeles,41.7,11.72966207,76.33,Inner LA
Los Angeles,49.5,12.1093104,54.24,Inner LA
Los Angeles,49.7,11.97005427,79.44,Inner LA
South Whittier,44.6,11.95022379,47.68,Inner LA
Burbank,33.9,11.78538706,39.05,Inner LA
Huntington Park,45.2,12.05709531,60.74,Inner LA
Inglewood,51.4,11.91789577,99.47,Inner LA
Norwalk,32.1,11.9261271,49.03,Inner LA
Downey,32.2,12.01107836,38.02,Inner LA
Whittier,45.6,11.87584315,78.72,Inner LA
Hawthorne,36.7,12.04384673,75.9,Inner LA
Los Angeles,44.7,11.35398379,57.99,Inner LA
Los Angeles,35.4,11.98109779,63.37,Inner LA
East Los Angeles,45.7,12.195666750000001,56.8,Inner LA
Lancaster,50.1,7.35997026,154.42,Outer LA
Los Angeles,39.5,12.22276714,55.72,Inner LA
Los Angeles,44.1,11.66547916,89.05,Inner LA
Lawndale,39.4,12.03026306,67.69,Inner LA
Los Angeles,66.3,12.17492801,45.99,Inner LA
Rosemead,38.6,11.82809251,35.75,Inner LA
Paramount,28.6,11.94880378,56.27,Inner LA
Los Angeles,30.7,11.63126039,84.63,Inner LA
Los Angeles,70.4,12.33647073,41.87,Inner LA
Baldwin Park,28.7,11.89983237,66.86,Inner LA
Los Angeles,47.9,12.06540746,29.57,Inner LA
South Gate,58.0,12.03324185,52.53,Inner LA
East Rancho Dominguez,52.1,12.09480796,94.25,Inner LA
Gardena,35.9,12.03767529,67.23,Inner LA
Los Angeles,63.9,12.12349272,52.8,Inner LA
Glendale,45.3,11.76570581,34.08,Inner LA
Rosemead,28.7,11.91096563,41.18,Inner LA
Westmont,66.9,12.06489236,98.17,Inner LA
Paramount,41.6,12.01505311,53.18,Inner LA
Paramount,27.1,11.96818163,49.73,Inner LA
Los Angeles,35.2,11.57359089,79.78,Inner LA
Montebello,31.5,12.12462656,48.18,Inner LA
Los Angeles,62.6,12.44209355,49.2,Inner LA
Azusa,48.4,11.66566111,71.92,Inner LA
Whittier,36.8,12.0239404,57.77,Inner LA
Los Angeles,26.4,12.72007499,63.41,Inner LA
Cudahy,47.5,12.03327676,48.64,Inner LA
El Monte,47.3,11.9501425,45.12,Inner LA
Pomona,50.0,12.57041626,78.05,Inner LA
Westmont,42.7,12.09306944,95.58,Inner LA
Los Angeles,27.4,11.92245429,129.15,Inner LA
Montebello,41.7,12.10008748,57.34,Inner LA
Los Angeles,51.3,12.01277774,36.9,Inner LA
Los Angeles,32.2,12.01083645,68.9,Inner LA
Bellflower,42.7,11.93490195,61.63,Inner LA
Los Angeles,50.8,12.00004387,46.56,Inner LA
Bellflower,32.1,12.01505311,51.79,Inner LA
Hawthorne,50.7,11.95518491,77.65,Inner LA
Los Angeles,34.8,11.95162029,137.44,Inner LA
El Monte,32.7,12.10966426,47.95,Inner LA
Los Angeles,30.9,12.05245233,122.94,Inner LA
Los Angeles,49.7,11.85390933,60.39,Inner LA
Los Angeles,50.9,12.01439591,49.01,Inner LA
Los Angeles,63.5,12.12349272,27.4,Inner LA
Los Angeles,38.1,11.54950171,53.69,Inner LA
Los Angeles,49.0,11.51474422,47.83,Inner LA
Los Angeles,56.1,12.10569353,48.36,Inner LA
Los Angeles,54.7,11.74227149,76.93,Inner LA
Irwindale,27.1,11.70431647,48.55,Inner LA
Los Angeles,56.7,12.1093104,54.24,Inner LA
Gardena,19.5,12.05567624,58.82,Inner LA
Los Angeles,59.6,12.08514397,56.78,Inner LA
Los Angeles,58.8,12.08158891,54.24,Inner LA
Los Angeles,66.5,12.41048715,67.4,Inner LA
South Gate,52.9,12.05649412,44.91,Inner LA
Los Angeles,55.0,11.66422752,63.43,Inner LA
Los Angeles,21.6,12.28930733,80.2,Inner LA
Los Angeles,54.3,11.76222237,50.63,Inner LA
Los Angeles,52.4,11.49489892,79.39,Inner LA
Los Angeles,28.1,12.53052604,75.02,Inner LA
Los Angeles,39.3,11.47638507,72.7,Inner LA
Pico Rivera,32.6,12.14502544,60.9,Inner LA
Los Angeles,30.4,12.0125659,89.86,Inner LA
Los Angeles,53.3,12.87564539,30.75,Inner LA
Los Angeles,67.4,12.08158891,54.24,Inner LA
Los Angeles,47.4,11.68401519,76.33,Inner LA
Valinda,21.0,12.07222178,52.58,Inner LA
Downey,14.1,12.06353217,47.51,Inner LA
Los Angeles,27.8,11.89731689,45.8,Inner LA
Carson,26.2,11.81058961,79.55,Inner LA
Norwalk,32.1,11.89997956,57.55,Inner LA
Pico Rivera,25.6,11.90846846,60.9,Inner LA
Los Angeles,45.2,11.55022293,51.12,Inner LA
Los Angeles,27.0,13.58372945,83.59,Inner LA
Long Beach,55.1,11.75572268,128.01,Inner LA
Los Angeles,53.2,11.98834506,42.89,Inner LA
Los Angeles,60.4,12.07444266,41.84,Inner LA
Los Angeles,36.0,11.8291691,44.64,Inner LA
Montebello,29.9,12.14306243,57.34,Inner LA
Lancaster,64.3,7.282014992,151.71,Outer LA
Los Angeles,49.7,12.23190845,49.83,Inner LA
Long Beach,20.1,11.53907188,97.81,Inner LA
Los Angeles,47.5,13.2969311,83.59,Inner LA
Los Angeles,34.8,12.16478122,52.37,Inner LA
Long Beach,47.6,12.14582489,94.42,Inner LA
Los Angeles,53.6,12.05102217,68.9,Inner LA
Los Angeles,32.3,12.22276714,55.72,Inner LA
Los Angeles,65.3,12.03443249,38.44,Inner LA
Los Angeles,68.6,12.17561826,34.0,Inner LA
Inglewood,58.4,12.04203201,99.47,Inner LA
Long Beach,63.5,11.65311866,93.13,Inner LA
Los Angeles,45.8,11.18494089,50.82,Inner LA
Alhambra,27.7,11.83580366,35.51,Inner LA
Baldwin Park,41.3,11.87892599,66.86,Inner LA
Pico Rivera,22.3,11.96047611,53.1,Inner LA
Los Angeles,34.7,12.22276714,55.72,Inner LA
Long Beach,78.4,12.14582489,79.48,Inner LA
Los Angeles,43.5,11.85326141,80.81,Inner LA
West Carson,21.8,12.00487891,58.78,Inner LA
Hawthorne,57.7,12.06312607,77.65,Inner LA
Los Angeles,47.5,12.03217459,47.59,Inner LA
Los Angeles,60.3,12.02272051,48.43,Inner LA
Bellflower,39.4,11.7740438,60.35,Inner LA
Los Angeles,40.9,11.98834506,63.0,Inner LA
West Covina,25.6,12.04200811,62.46,Inner LA
Los Angeles,38.0,11.96906139,62.2,Inner LA
Hawthorne,28.0,12.01849263,77.5,Inner LA
Los Angeles,48.0,11.98833627,89.86,Inner LA
Norwalk,34.8,11.97767043,57.55,Inner LA
Los Angeles,86.3,12.11034605,48.36,Inner LA
Covina,40.1,12.10201885,36.78,Inner LA
Santa Monica,38.4,11.7063039,65.51,Inner LA
Los Angeles,67.0,11.91626655,105.63,Inner LA
West Covina,25.9,12.11239463,45.89,Inner LA
East Los Angeles,52.5,12.23883919,72.44,Inner LA
Los Angeles,26.7,12.35063461,85.61,Inner LA
Los Angeles,58.7,12.17561826,54.24,Inner LA
Los Angeles,45.0,12.00024046,89.86,Inner LA
Santa Monica,32.9,11.71046441,50.53,Inner LA
Huntington Park,64.3,12.07802241,60.74,Inner LA
Bellflower,47.0,11.91361716,61.64,Inner LA
Pomona,36.7,12.76241295,67.95,Inner LA
Los Angeles,33.0,11.49534692,67.61,Inner LA
Culver City,40.7,11.63317139,34.22,Inner LA
Los Angeles,54.4,11.85390933,56.93,Inner LA
West Whittier-Los Nietos,31.8,12.00941574,60.7,Inner LA
Long Beach,41.6,11.66444496,85.4,Inner LA
Los Angeles,42.0,12.12349272,43.86,Inner LA
Huntington Park,42.1,12.05058662,52.82,Inner LA
Los Angeles,54.5,12.11019063,63.37,Inner LA
Los Angeles,42.2,13.04237213,59.55,Inner LA
Los Angeles,44.4,12.004739,89.86,Inner LA
Norwalk,27.4,11.91971836,56.71,Inner LA
Los Angeles,64.9,12.18410918,35.37,Inner LA
Los Angeles,34.2,12.02803671,137.3,Inner LA
Norwalk,25.8,11.94041032,54.01,Inner LA
Lancaster,67.7,7.079346855,142.59,Outer LA
La Puente,34.7,12.04055776,52.64,Inner LA
Los Angeles,45.5,12.12103103,55.53,Inner LA
Long Beach,58.4,11.66802231,84.76,Inner LA
Azusa,29.3,11.35888804,71.92,Inner LA
Montebello,16.1,12.07038029,42.27,Inner LA
Long Beach,59.1,11.60712094,70.58,Inner LA
Los Angeles,29.0,13.04879399,62.01,Inner LA
Gardena,34.8,12.06226955,87.73,Inner LA
El Monte,46.0,12.02474883,45.69,Inner LA
Los Angeles,31.8,14.1439342,83.59,Inner LA
Inglewood,50.7,11.99377914,47.4,Inner LA
Los Angeles,68.3,11.77397672,78.05,Inner LA
Los Angeles,59.6,12.10279177,56.78,Inner LA
Unincorporated Los Angeles County area,50.4,8.016552177,90.14,Outer LA
Lakewood,30.6,11.72757889,46.99,Inner LA
Rosemead,29.7,11.89021324,36.47,Inner LA
Bell Gardens,48.4,12.18882021,36.38,Inner LA
Downey,48.8,12.05025593,40.76,Inner LA
Los Angeles,37.5,12.10876877,48.83,Inner LA
Palmdale,68.5,8.006411157,113.05,Outer LA
Los Angeles,71.6,12.05189368,48.36,Inner LA
Los Angeles,36.9,11.55470265,39.33,Inner LA
Los Angeles,40.0,11.92094307,49.78,Inner LA
Los Angeles,35.9,11.95669453,96.6,Inner LA
Bellflower,38.5,11.91361716,61.64,Inner LA
Los Angeles,30.5,13.92093494,64.32,Inner LA
Los Angeles,49.6,11.57827864,51.63,Inner LA
Norwalk,37.4,11.9351668,57.55,Inner LA
Downey,37.4,11.97632268,50.47,Inner LA
Los Angeles,29.8,12.0118796,68.9,Inner LA
Los Angeles,42.8,12.21868346,70.21,Inner LA
Los Angeles,22.6,11.51448362,76.99,Inner LA
Huntington Park,65.7,12.0654342,60.74,Inner LA
Los Angeles,23.4,11.95162029,132.38,Inner LA
Los Angeles,48.5,10.9466938,48.36,Inner LA
Signal Hill,32.9,11.67319958,44.28,Inner LA
Carson,20.3,12.06280112,50.37,Inner LA
Los Angeles,32.9,12.59506202,70.82,Inner LA
Los Angeles,49.2,11.93136639,137.55,Inner LA
Los Angeles,46.1,12.01277774,36.75,Inner LA
Vincent,32.1,11.73121178,71.92,Inner LA
Los Angeles,48.7,11.16595012,81.71,Inner LA
Los Angeles,59.3,12.12928682,30.5,Inner LA
Bellflower,34.4,11.83423059,61.64,Inner LA
Pomona,22.3,12.63136586,59.21,Inner LA
Baldwin Park,49.7,11.77532346,66.86,Inner LA
Los Angeles,36.2,11.97162189,26.3,Inner LA
Los Angeles,55.9,12.07444266,36.24,Inner LA
Downey,39.5,12.11822591,46.57,Inner LA
Baldwin Park,29.5,11.85730833,66.86,Inner LA
Los Angeles,41.5,11.98149623,95.26,Inner LA
Carson,31.3,11.93567842,67.35,Inner LA
Los Angeles,27.1,11.30064758,51.46,Inner LA
Los Angeles,43.9,12.07626386,59.26,Inner LA
Glendale,29.5,11.81164905,35.47,Inner LA
Los Angeles,64.2,12.08158891,41.65,Inner LA
Los Angeles,37.4,12.21868346,84.14,Inner LA
Los Angeles,32.3,11.84918524,58.61,Inner LA
Los Angeles,42.3,11.75842764,49.04,Inner LA
Los Angeles,40.7,11.85097115,53.46,Inner LA
Los Angeles,45.0,12.00885913,68.9,Inner LA
Glendale,43.6,11.78597488,51.08,Inner LA
Inglewood,27.4,11.94355273,99.47,Inner LA
South Gate,53.1,12.06007558,52.53,Inner LA
Palmdale,84.8,7.689188195,90.38,Outer LA
Glendale,56.8,11.76431624,38.38,Inner LA
South Gate,42.3,12.05058449,52.53,Inner LA
Long Beach,15.0,11.73964651,80.31,Inner LA
Los Angeles,27.3,11.74873865,74.29,Inner LA
Burbank,25.1,11.80990068,32.25,Inner LA
Long Beach,19.9,10.79314841,52.75,Inner LA
Los Angeles,47.5,11.98149623,65.75,Inner LA
Lennox,32.0,11.96153339,60.4,Inner LA
Pomona,33.3,12.94273197,73.22,Inner LA
Alhambra,54.2,11.91810723,33.33,Inner LA
Los Angeles,26.0,12.41477456,59.88,Inner LA
Los Angeles,22.4,12.12804813,61.35,Inner LA
Los Angeles,56.5,12.12349272,33.16,Inner LA
Los Angeles,27.2,11.11249892,59.85,Inner LA
Industry,23.2,12.07652502,62.45,Inner LA
Los Angeles,38.4,11.99265418,43.46,Inner LA
Los Angeles,27.8,11.88962253,49.91,Inner LA
Duarte,36.1,11.80206026,51.82,Inner LA
Los Angeles,35.1,12.64622444,44.47,Inner LA
Glendale,44.6,11.74227874,40.56,Inner LA
Long Beach,42.3,11.46157855,71.55,Inner LA
Alhambra,38.1,11.80787374,32.92,Inner LA
Glendale,27.7,11.75637121,35.22,Inner LA
Alhambra,42.6,11.86866931,39.56,Inner LA
Los Angeles,47.5,12.05102217,68.9,Inner LA
Los Angeles,39.5,12.05494302,65.4,Inner LA
Azusa,41.5,11.73121178,71.92,Inner LA
Palmdale,78.0,7.790454775,125.16,Outer LA
Industry,35.3,12.17440042,29.61,Inner LA
Los Angeles,68.8,10.98471997,63.98,Inner LA
Burbank,39.7,11.76906719,27.72,Inner LA
Montebello,17.1,12.00891284,53.02,Inner LA
Los Angeles,42.3,11.63653858,61.77,Inner LA
Los Angeles,29.6,11.88924998,65.4,Inner LA
Los Angeles,34.9,11.54686613,73.91,Inner LA
San Fernando,34.9,11.10562647,76.51,Inner LA
Los Angeles,24.0,12.35660149,55.72,Inner LA
South Whittier,34.3,11.80803464,47.14,Inner LA
Long Beach,40.8,11.64459056,88.32,Inner LA
Los Angeles,51.8,12.00885913,63.71,Inner LA
Los Angeles,30.0,11.97617641,53.18,Inner LA
Los Angeles,63.1,11.91626655,60.07,Inner LA
Burbank,52.6,11.75527544,21.83,Inner LA
Los Angeles,26.5,12.13614247,75.02,Inner LA
Los Angeles,38.2,11.54284994,59.61,Inner LA
Inglewood,35.3,11.87102583,93.43,Inner LA
Los Angeles,26.1,11.0936932,56.97,Inner LA
Los Angeles,27.7,11.18491889,58.61,Inner LA
West Covina,37.1,11.99285095,53.05,Inner LA
West Puente Valley,28.8,12.01253125,41.82,Inner LA
Los Angeles,44.4,12.08514397,52.8,Inner LA
Westmont,22.5,12.11332221,139.63,Inner LA
Lancaster,50.5,7.36594733,158.01,Outer LA
Lawndale,41.7,12.02658065,50.53,Inner LA
Los Angeles,32.5,11.49534692,40.88,Inner LA
Los Angeles,70.1,12.18410918,45.55,Inner LA
Downey,24.8,12.11827006,38.85,Inner LA
Los Angeles,85.4,12.05189368,48.36,Inner LA
Los Angeles,25.0,11.78762745,76.33,Inner LA
Santa Fe Springs,23.8,12.11093891,53.28,Inner LA
South Gate,48.0,12.05649412,35.3,Inner LA
Los Angeles,21.9,11.91626655,89.62,Inner LA
Bellflower,30.6,11.86178203,61.64,Inner LA
Valinda,38.9,12.08391482,60.96,Inner LA
West Puente Valley,32.4,12.08566864,73.09,Inner LA
Los Angeles,42.0,11.82898336,47.69,Inner LA
Bellflower,28.7,11.92933171,61.64,Inner LA
Hacienda Heights,25.1,12.0653127,46.16,Inner LA
Los Angeles,43.7,12.06166379,42.74,Inner LA
Los Angeles,45.1,12.12928682,35.92,Inner LA
Norwalk,39.8,11.9499108,56.91,Inner LA
Santa Fe Springs,43.5,11.97258964,33.33,Inner LA
Los Angeles,41.7,11.99265418,43.46,Inner LA
Los Angeles,59.0,12.17561826,54.24,Inner LA
Lynwood,67.9,12.05144249,31.32,Inner LA
Los Angeles,45.4,11.6143557,58.49,Inner LA
Pomona,52.3,12.50761355,74.95,Inner LA
Los Angeles,40.9,11.15277668,52.02,Inner LA
Los Angeles,35.1,12.02165432,125.13,Inner LA
Los Angeles,27.7,11.8586098,84.14,Inner LA
Los Angeles,42.7,12.03443249,54.58,Inner LA
Los Angeles,47.2,11.54609441,53.25,Inner LA
Los Angeles,44.0,11.59401635,38.08,Inner LA
Long Beach,58.4,11.65311866,93.2,Inner LA
